FECHA,DÍA MES,DÍA SEMANA,MES,AÑO,ORGANISMO,LINEA/SERVICIO,AFLUENCIA TARJETA,AFLUENCIA BOLETO,"AFLUENCIA TOTAL
(Cifras preliminares)"
2020-04-18,18,Sábado,2020-04,2020,RTP,Ordinario,13,57465,57478.0
2020-04-19,19,Domingo,2020-04,2020,RTP,Ordinario,0,40795,40795.0
2020-04-19,19,Domingo,2020-04,2020,RTP,Expreso,398,22770,23168.0
2020-04-19,19,Domingo,2020-04,2020,RTP,Expreso Directo,0,0,
2020-04-20,20,Lunes,2020-04,2020,RTP,Expreso Directo,16,402,418.0
2020-04-21,21,Martes,2020-04,2020,RTP,Expreso,1092,43633,44725.0
2020-04-21,21,Martes,2020-04,2020,RTP,Nocturno,2,306,308.0
2020-04-22,22,Miércoles,2020-04,2020,RTP,Expreso,1264,45062,46326.0
2020-04-22,22,Miércoles,2020-04,2020,RTP,Atenea,,8481,8481.0
2020-04-22,22,Miércoles,2020-04,2020,RTP,Nocturno,9,240,249.0
2020-04-22,22,Miércoles,2020-04,2020,RTP,Expreso Directo,17,338,355.0
2020-04-23,23,Jueves,2020-04,2020,RTP,Expreso,1071,47619,48690.0
2020-04-23,23,Jueves,2020-04,2020,RTP,Ecobús,473,12869,13342.0
2020-04-23,23,Jueves,2020-04,2020,RTP,Nocturno,5,295,300.0
2020-04-23,23,Jueves,2020-04,2020,RTP,Eco Atenea,,171,171.0
2020-04-24,24,Viernes,2020-04,2020,RTP,Expreso Directo,16,312,328.0
2020-04-25,25,Sábado,2020-04,2020,RTP,Ecobús,368,8763,9131.0
2020-04-27,27,Lunes,2020-04,2020,RTP,Ecobús,570,12867,13437.0
2020-04-27,27,Lunes,2020-04,2020,RTP,Nocturno,6,238,244.0
2020-04-27,27,Lunes,2020-04,2020,RTP,Eco Atenea,,115,115.0
2020-04-28,28,Martes,2020-04,2020,RTP,Expreso,1331,47743,49074.0
2020-04-28,28,Martes,2020-04,2020,RTP,Atenea,,5997,5997.0
2020-04-29,29,Miércoles,2020-04,2020,RTP,Ecobús,587,12772,13359.0
2020-04-29,29,Miércoles,2020-04,2020,RTP,Expreso Directo,21,346,367.0
2020-04-30,30,Jueves,2020-04,2020,RTP,Nocturno,3,267,270.0
2020-05-01,01,Viernes,2020-05,2020,RTP,Expreso,688,37469,38157.0
2020-05-01,01,Viernes,2020-05,2020,RTP,Nocturno,6,246,252.0
2020-05-02,02,Sábado,2020-05,2020,RTP,Atenea,,693,693.0
2020-05-02,02,Sábado,2020-05,2020,RTP,Nocturno,4,274,278.0
2020-05-02,02,Sábado,2020-05,2020,RTP,Eco Atenea,,0,0.0
2020-05-04,04,Lunes,2020-05,2020,RTP,Atenea,,5298,5298.0
2020-05-04,04,Lunes,2020-05,2020,RTP,Ecobús,557,13365,13922.0
2020-05-05,05,Martes,2020-05,2020,RTP,Ordinario,24,94511,94535.0
2020-05-05,05,Martes,2020-05,2020,RTP,Expreso,952,44188,45140.0
2020-05-05,05,Martes,2020-05,2020,RTP,Nocturno,5,274,279.0
2020-05-05,05,Martes,2020-05,2020,RTP,Expreso Directo,13,323,336.0
2020-05-06,06,Miércoles,2020-05,2020,RTP,Expreso,899,50879,51778.0
2020-05-06,06,Miércoles,2020-05,2020,RTP,Nocturno,4,267,271.0
2020-05-06,06,Miércoles,2020-05,2020,RTP,Eco Atenea,,230,230.0
2020-05-07,07,Jueves,2020-05,2020,RTP,Ordinario,9,92346,92355.0
2020-05-07,07,Jueves,2020-05,2020,RTP,Expreso,1080,45238,46318.0
2020-05-09,09,Sábado,2020-05,2020,RTP,Atenea,,792,792.0
2020-05-09,09,Sábado,2020-05,2020,RTP,Eco Atenea,,0,0.0
2020-05-10,10,Domingo,2020-05,2020,RTP,Ordinario,10,39579,39589.0
2020-05-11,11,Lunes,2020-05,2020,RTP,Atenea,,5082,5082.0
2020-05-11,11,Lunes,2020-05,2020,RTP,Eco Atenea,,221,221.0
2020-05-12,12,Martes,2020-05,2020,RTP,Atenea,,6255,6255.0
2020-05-12,12,Martes,2020-05,2020,RTP,Ecobús,492,13097,13589.0
2020-05-12,12,Martes,2020-05,2020,RTP,Expreso Directo,19,288,307.0
2020-05-13,13,Miércoles,2020-05,2020,RTP,Eco Atenea,,282,282.0
2020-05-14,14,Jueves,2020-05,2020,RTP,Atenea,,,
2020-05-14,14,Jueves,2020-05,2020,RTP,Ecobús,,,
2020-05-14,14,Jueves,2020-05,2020,RTP,Eco Atenea,,,
2020-05-14,14,Jueves,2020-05,2020,RTP,Expreso Directo,,,
2020-03-01,01,Domingo,2020-03,2020,STC,L12,,,206819.0
2020-03-02,02,Lunes,2020-03,2020,STC,L1,,,739516.0
2020-03-02,02,Lunes,2020-03,2020,STC,L2,,,770843.0
2020-03-02,02,Lunes,2020-03,2020,STC,L6,,,153360.0
2020-03-02,02,Lunes,2020-03,2020,STC,L7,,,344138.0
2020-03-02,02,Lunes,2020-03,2020,STC,L8,,,406222.0
2020-03-02,02,Lunes,2020-03,2020,STC,LA,,,255745.0
2020-03-03,03,Martes,2020-03,2020,STC,L1,,,719480.0
2020-03-03,03,Martes,2020-03,2020,STC,L12,,,455221.0
2020-03-04,04,Miércoles,2020-03,2020,STC,L3,,,730709.0
2020-03-04,04,Miércoles,2020-03,2020,STC,L8,,,432404.0
2020-03-04,04,Miércoles,2020-03,2020,STC,LA,,,259465.0
2020-03-04,04,Miércoles,2020-03,2020,STC,LB,,,453690.0
2020-03-05,05,Jueves,2020-03,2020,STC,L3,,,748766.0
2020-03-05,05,Jueves,2020-03,2020,STC,L6,,,157882.0
2020-03-05,05,Jueves,2020-03,2020,STC,L7,,,371912.0
2020-03-05,05,Jueves,2020-03,2020,STC,L9,,,347376.0
2020-03-05,05,Jueves,2020-03,2020,STC,LA,,,268048.0
2020-03-06,06,Viernes,2020-03,2020,STC,L5,,,161344.0
2020-03-06,06,Viernes,2020-03,2020,STC,L7,,,367165.0
2020-03-06,06,Viernes,2020-03,2020,STC,L8,,,429515.0
2020-03-07,07,Sábado,2020-03,2020,STC,L6,,,111555.0
2020-03-07,07,Sábado,2020-03,2020,STC,L7,,,239796.0
2020-03-07,07,Sábado,2020-03,2020,STC,LA,,,201364.0
2020-03-07,07,Sábado,2020-03,2020,STC,LB,,,393599.0
2020-03-08,08,Domingo,2020-03,2020,STC,L2,,,450291.0
2020-03-09,09,Lunes,2020-03,2020,STC,L1,,,547619.0
2020-03-09,09,Lunes,2020-03,2020,STC,L7,,,223735.0
2020-03-09,09,Lunes,2020-03,2020,STC,LA,,,202404.0
2020-03-09,09,Lunes,2020-03,2020,STC,L12,,,380326.0
2020-03-10,10,Martes,2020-03,2020,STC,L3,,,702098.0
2020-03-10,10,Martes,2020-03,2020,STC,L8,,,415334.0
2020-03-10,10,Martes,2020-03,2020,STC,L9,,,336489.0
2020-03-10,10,Martes,2020-03,2020,STC,LB,,,426740.0
2020-03-11,11,Miércoles,2020-03,2020,STC,L1,,,590700.0
2020-03-11,11,Miércoles,2020-03,2020,STC,L3,,,754738.0
2020-03-11,11,Miércoles,2020-03,2020,STC,L5,,,141701.0
2020-03-11,11,Miércoles,2020-03,2020,STC,L7,,,345450.0
2020-03-11,11,Miércoles,2020-03,2020,STC,L8,,,429929.0
2020-03-11,11,Miércoles,2020-03,2020,STC,L9,,,374952.0
2020-03-11,11,Miércoles,2020-03,2020,STC,LB,,,466094.0
2020-03-12,12,Jueves,2020-03,2020,STC,L6,,,154479.0
2020-03-12,12,Jueves,2020-03,2020,STC,L9,,,389828.0
2020-03-12,12,Jueves,2020-03,2020,STC,LA,,,267212.0
2020-03-13,13,Viernes,2020-03,2020,STC,L4,,,101201.0
2020-03-13,13,Viernes,2020-03,2020,STC,L8,,,431776.0
2020-03-13,13,Viernes,2020-03,2020,STC,LB,,,477718.0
2020-03-13,13,Viernes,2020-03,2020,STC,L12,,,450678.0
2020-03-14,14,Sábado,2020-03,2020,STC,L2,,,689493.0
2020-03-14,14,Sábado,2020-03,2020,STC,L3,,,502005.0
2020-03-14,14,Sábado,2020-03,2020,STC,L4,,,82919.0
2020-03-14,14,Sábado,2020-03,2020,STC,L5,,,127091.0
2020-03-14,14,Sábado,2020-03,2020,STC,LA,,,190202.0
2020-03-14,14,Sábado,2020-03,2020,STC,LB,,,398060.0
2020-03-15,15,Domingo,2020-03,2020,STC,L1,,,352184.0
2020-03-15,15,Domingo,2020-03,2020,STC,L2,,,391570.0
2020-03-15,15,Domingo,2020-03,2020,STC,L3,,,305834.0
2020-03-16,16,Lunes,2020-03,2020,STC,L6,,,57250.0
2020-03-16,16,Lunes,2020-03,2020,STC,L8,,,204298.0
2020-03-16,16,Lunes,2020-03,2020,STC,LB,,,257008.0
2020-03-16,16,Lunes,2020-03,2020,STC,L12,,,390983.0
2020-03-17,17,Martes,2020-03,2020,STC,L2,,,675329.0
2020-03-17,17,Martes,2020-03,2020,STC,L3,,,637193.0
2020-03-17,17,Martes,2020-03,2020,STC,L7,,,282069.0
2020-03-17,17,Martes,2020-03,2020,STC,L8,,,253102.0
2020-03-18,18,Miércoles,2020-03,2020,STC,L5,,,224550.0
2020-03-18,18,Miércoles,2020-03,2020,STC,LB,,,374304.0
2020-03-19,19,Jueves,2020-03,2020,STC,L1,,,526542.0
2020-03-19,19,Jueves,2020-03,2020,STC,L2,,,592979.0
2020-03-19,19,Jueves,2020-03,2020,STC,L3,,,563483.0
2020-03-19,19,Jueves,2020-03,2020,STC,L4,,,81799.0
2020-03-19,19,Jueves,2020-03,2020,STC,L5,,,181833.0
2020-03-19,19,Jueves,2020-03,2020,STC,L7,,,254689.0
2020-03-19,19,Jueves,2020-03,2020,STC,L8,,,378108.0
2020-03-19,19,Jueves,2020-03,2020,STC,LB,,,370993.0
2020-03-20,20,Viernes,2020-03,2020,STC,L8,,,340911.0
2020-03-20,20,Viernes,2020-03,2020,STC,L9,,,246944.0
2020-03-20,20,Viernes,2020-03,2020,STC,L12,,,400621.0
2020-03-21,21,Sábado,2020-03,2020,STC,L4,,,62280.0
2020-03-21,21,Sábado,2020-03,2020,STC,L7,,,158306.0
2020-03-21,21,Sábado,2020-03,2020,STC,LA,,,185636.0
2020-03-21,21,Sábado,2020-03,2020,STC,L12,,,316871.0
2020-03-22,22,Domingo,2020-03,2020,STC,L1,,,243091.0
2020-03-22,22,Domingo,2020-03,2020,STC,L5,,,88064.0
2020-03-22,22,Domingo,2020-03,2020,STC,L6,,,40470.0
2020-03-22,22,Domingo,2020-03,2020,STC,L8,,,150094.0
2020-03-22,22,Domingo,2020-03,2020,STC,LA,,,115666.0
2020-03-22,22,Domingo,2020-03,2020,STC,LB,,,175571.0
2020-03-23,23,Lunes,2020-03,2020,STC,L1,,,440920.0
2020-03-23,23,Lunes,2020-03,2020,STC,L4,,,63552.0
2020-03-23,23,Lunes,2020-03,2020,STC,L6,,,93149.0
2020-03-23,23,Lunes,2020-03,2020,STC,LA,,,208924.0
2020-03-23,23,Lunes,2020-03,2020,STC,LB,,,287426.0
2020-03-23,23,Lunes,2020-03,2020,STC,L12,,,380425.0
2020-03-24,24,Martes,2020-03,2020,STC,L5,,,142321.0
2020-03-24,24,Martes,2020-03,2020,STC,L7,,,178141.0
2020-03-24,24,Martes,2020-03,2020,STC,L8,,,259773.0
2020-03-25,25,Miércoles,2020-03,2020,STC,L4,,,58719.0
2020-03-25,25,Miércoles,2020-03,2020,STC,L5,,,118453.0
2020-03-25,25,Miércoles,2020-03,2020,STC,L6,,,91009.0
2020-03-25,25,Miércoles,2020-03,2020,STC,L8,,,247641.0
2020-03-25,25,Miércoles,2020-03,2020,STC,L9,,,188509.0
2020-03-25,25,Miércoles,2020-03,2020,STC,L12,,,328959.0
2020-03-26,26,Jueves,2020-03,2020,STC,L1,,,367339.0
2020-03-26,26,Jueves,2020-03,2020,STC,L2,,,395281.0
2020-03-26,26,Jueves,2020-03,2020,STC,L6,,,81621.0
2020-03-27,27,Viernes,2020-03,2020,STC,L5,,,123455.0
2020-03-27,27,Viernes,2020-03,2020,STC,L6,,,74329.0
2020-03-28,28,Sábado,2020-03,2020,STC,L2,,,276033.0
2020-03-28,28,Sábado,2020-03,2020,STC,L9,,,134560.0
2020-03-28,28,Sábado,2020-03,2020,STC,LB,,,181345.0
2020-03-29,29,Domingo,2020-03,2020,STC,L1,,,176981.0
2020-03-29,29,Domingo,2020-03,2020,STC,L6,,,27494.0
2020-03-30,30,Lunes,2020-03,2020,STC,L1,,,333499.0
2020-03-30,30,Lunes,2020-03,2020,STC,L4,,,50340.0
2020-03-30,30,Lunes,2020-03,2020,STC,L6,,,73491.0
2020-03-30,30,Lunes,2020-03,2020,STC,L9,,,170759.0
2020-03-30,30,Lunes,2020-03,2020,STC,LB,,,230023.0
2020-03-30,30,Lunes,2020-03,2020,STC,L12,,,207847.0
2020-03-31,31,Martes,2020-03,2020,STC,L1,,,333987.0
2020-03-31,31,Martes,2020-03,2020,STC,L6,,,77682.0
2020-03-31,31,Martes,2020-03,2020,STC,L8,,,211840.0
2020-04-01,01,Miércoles,2020-04,2020,STC,L1,,,326772.0
2020-04-01,01,Miércoles,2020-04,2020,STC,L3,,,293262.0
2020-04-01,01,Miércoles,2020-04,2020,STC,L5,,,107095.0
2020-04-01,01,Miércoles,2020-04,2020,STC,L6,,,71906.0
2020-04-01,01,Miércoles,2020-04,2020,STC,L7,,,137177.0
2020-04-02,02,Jueves,2020-04,2020,STC,L2,,,287339.0
2020-04-02,02,Jueves,2020-04,2020,STC,L3,,,265627.0
2020-04-02,02,Jueves,2020-04,2020,STC,L6,,,66538.0
2020-04-02,02,Jueves,2020-04,2020,STC,L7,,,124949.0
2020-04-03,03,Viernes,2020-04,2020,STC,L4,,,50031.0
2020-04-03,03,Viernes,2020-04,2020,STC,L8,,,178884.0
2020-04-03,03,Viernes,2020-04,2020,STC,LA,,,125903.0
2020-04-04,04,Sábado,2020-04,2020,STC,L1,,,234310.0
2020-04-04,04,Sábado,2020-04,2020,STC,L2,,,227163.0
2020-04-04,04,Sábado,2020-04,2020,STC,L4,,,35987.0
2020-04-04,04,Sábado,2020-04,2020,STC,L9,,,109633.0
2020-04-04,04,Sábado,2020-04,2020,STC,LB,,,187359.0
2020-04-05,05,Domingo,2020-04,2020,STC,L1,,,144207.0
2020-04-05,05,Domingo,2020-04,2020,STC,L2,,,126037.0
2020-04-05,05,Domingo,2020-04,2020,STC,L5,,,70586.0
2020-04-05,05,Domingo,2020-04,2020,STC,L9,,,54406.0
2020-04-05,05,Domingo,2020-04,2020,STC,L12,,,98435.0
2020-04-06,06,Lunes,2020-04,2020,STC,L2,,,220356.0
2020-04-06,06,Lunes,2020-04,2020,STC,L3,,,213249.0
2020-04-06,06,Lunes,2020-04,2020,STC,L4,,,30512.0
2020-04-06,06,Lunes,2020-04,2020,STC,LA,,,123194.0
2020-04-07,07,Martes,2020-04,2020,STC,L1,,,223555.0
2020-04-07,07,Martes,2020-04,2020,STC,L5,,,81431.0
2020-04-07,07,Martes,2020-04,2020,STC,L6,,,46568.0
2020-04-07,07,Martes,2020-04,2020,STC,L9,,,110199.0
2020-04-08,08,Miércoles,2020-04,2020,STC,L7,,,79677.0
2020-04-08,08,Miércoles,2020-04,2020,STC,L8,,,138361.0
2020-04-09,09,Jueves,2020-04,2020,STC,L1,,,162774.0
2020-04-09,09,Jueves,2020-04,2020,STC,L2,,,166999.0
2020-04-09,09,Jueves,2020-04,2020,STC,L3,,,153057.0
2020-04-09,09,Jueves,2020-04,2020,STC,L7,,,70087.0
2020-04-09,09,Jueves,2020-04,2020,STC,LB,,,119097.0
2020-04-10,10,Viernes,2020-04,2020,STC,L1,,,120558.0
2020-04-10,10,Viernes,2020-04,2020,STC,L2,,,118605.0
2020-04-10,10,Viernes,2020-04,2020,STC,L5,,,46980.0
2020-04-10,10,Viernes,2020-04,2020,STC,L7,,,30580.0
2020-04-10,10,Viernes,2020-04,2020,STC,LB,,,98508.0
2020-04-11,11,Sábado,2020-04,2020,STC,L2,,,123198.0
2020-04-11,11,Sábado,2020-04,2020,STC,L4,,,19656.0
2020-04-11,11,Sábado,2020-04,2020,STC,L5,,,48581.0
2020-04-11,11,Sábado,2020-04,2020,STC,L12,,,75180.0
2020-04-12,12,Domingo,2020-04,2020,STC,L2,,,90040.0
2020-04-12,12,Domingo,2020-04,2020,STC,L5,,,45804.0
2020-04-12,12,Domingo,2020-04,2020,STC,L6,,,16632.0
2020-04-12,12,Domingo,2020-04,2020,STC,L12,,,60452.0
2020-04-13,13,Lunes,2020-04,2020,STC,L1,,,241117.0
2020-04-13,13,Lunes,2020-04,2020,STC,L4,,,29161.0
2020-04-13,13,Lunes,2020-04,2020,STC,L8,,,138199.0
2020-04-13,13,Lunes,2020-04,2020,STC,L9,,,112882.0
2020-04-13,13,Lunes,2020-04,2020,STC,LB,,,161556.0
2020-04-14,14,Martes,2020-04,2020,STC,L1,,,233375.0
2020-04-14,14,Martes,2020-04,2020,STC,L2,,,222980.0
2020-04-14,14,Martes,2020-04,2020,STC,L6,,,46725.0
2020-04-14,14,Martes,2020-04,2020,STC,L7,,,89978.0
2020-04-14,14,Martes,2020-04,2020,STC,L9,,,107395.0
2020-04-14,14,Martes,2020-04,2020,STC,LB,,,160998.0
2020-04-15,15,Miércoles,2020-04,2020,STC,L8,,,138833.0
2020-04-15,15,Miércoles,2020-04,2020,STC,LB,,,158988.0
2020-04-15,15,Miércoles,2020-04,2020,STC,L12,,,169410.0
2020-04-16,16,Jueves,2020-04,2020,STC,L1,,,222712.0
2020-04-16,16,Jueves,2020-04,2020,STC,L2,,,221894.0
2020-04-16,16,Jueves,2020-04,2020,STC,L3,,,212224.0
2020-04-16,16,Jueves,2020-04,2020,STC,L4,,,27248.0
2020-04-16,16,Jueves,2020-04,2020,STC,L5,,,83819.0
2020-04-16,16,Jueves,2020-04,2020,STC,L7,,,83889.0
2020-04-16,16,Jueves,2020-04,2020,STC,L9,,,111102.0
2020-04-16,16,Jueves,2020-04,2020,STC,LB,,,159389.0
2020-04-16,16,Jueves,2020-04,2020,STC,L12,,,145755.0
2020-04-17,17,Viernes,2020-04,2020,STC,L3,,,227129.0
2020-04-17,17,Viernes,2020-04,2020,STC,L7,,,99337.0
2020-04-17,17,Viernes,2020-04,2020,STC,L8,,,143832.0
2020-04-17,17,Viernes,2020-04,2020,STC,LB,,,152562.0
2020-04-18,18,Sábado,2020-04,2020,STC,L6,,,36970.0
2020-04-18,18,Sábado,2020-04,2020,STC,L7,,,71349.0
2020-04-18,18,Sábado,2020-04,2020,STC,LA,,,99579.0
2020-04-19,19,Domingo,2020-04,2020,STC,L2,,,95859.0
2020-04-19,19,Domingo,2020-04,2020,STC,L12,,,79273.0
2020-04-20,20,Lunes,2020-04,2020,STC,L8,,,136595.0
2020-04-20,20,Lunes,2020-04,2020,STC,L9,,,101749.0
2020-04-20,20,Lunes,2020-04,2020,STC,LA,,,135402.0
2020-04-21,21,Martes,2020-04,2020,STC,L2,,,213880.0
2020-04-21,21,Martes,2020-04,2020,STC,L12,,,146619.0
2020-04-22,22,Miércoles,2020-04,2020,STC,L1,,,209974.0
2020-04-22,22,Miércoles,2020-04,2020,STC,L3,,,200129.0
2020-04-22,22,Miércoles,2020-04,2020,STC,L6,,,45459.0
2020-04-22,22,Miércoles,2020-04,2020,STC,LA,,,129323.0
2020-04-23,23,Jueves,2020-04,2020,STC,L2,,,197311.0
2020-04-23,23,Jueves,2020-04,2020,STC,L5,,,69040.0
2020-04-23,23,Jueves,2020-04,2020,STC,L8,,,129956.0
2020-04-23,23,Jueves,2020-04,2020,STC,L9,,,99786.0
2020-04-23,23,Jueves,2020-04,2020,STC,LA,,,125221.0
2020-04-23,23,Jueves,2020-04,2020,STC,L12,,,138320.0
2020-04-24,24,Viernes,2020-04,2020,STC,L5,,,69961.0
2020-04-24,24,Viernes,2020-04,2020,STC,L7,,,81980.0
2020-04-25,25,Sábado,2020-04,2020,STC,L2,,,162360.0
2020-04-25,25,Sábado,2020-04,2020,STC,L3,,,154468.0
2020-04-25,25,Sábado,2020-04,2020,STC,L8,,,95057.0
2020-04-25,25,Sábado,2020-04,2020,STC,LB,,,121142.0
2020-04-25,25,Sábado,2020-04,2020,STC,L12,,,120669.0
2020-04-26,26,Domingo,2020-04,2020,STC,L2,,,88039.0
2020-04-26,26,Domingo,2020-04,2020,STC,L3,,,93051.0
2020-04-26,26,Domingo,2020-04,2020,STC,L4,,,13865.0
2020-04-27,27,Lunes,2020-04,2020,STC,L3,,,189505.0
2020-04-27,27,Lunes,2020-04,2020,STC,L8,,,116247.0
2020-04-27,27,Lunes,2020-04,2020,STC,L9,,,86547.0
2020-04-27,27,Lunes,2020-04,2020,STC,LB,,,130099.0
2020-04-27,27,Lunes,2020-04,2020,STC,L12,,,138951.0
2020-04-28,28,Martes,2020-04,2020,STC,L4,,,20296.0
2020-04-28,28,Martes,2020-04,2020,STC,LA,,,95239.0
2020-04-28,28,Martes,2020-04,2020,STC,L12,,,134811.0
2020-04-29,29,Miércoles,2020-04,2020,STC,L3,,,189447.0
2020-04-29,29,Miércoles,2020-04,2020,STC,L6,,,39243.0
2020-04-29,29,Miércoles,2020-04,2020,STC,L7,,,76504.0
2020-04-29,29,Miércoles,2020-04,2020,STC,L8,,,108101.0
2020-04-29,29,Miércoles,2020-04,2020,STC,L9,,,95790.0
2020-04-29,29,Miércoles,2020-04,2020,STC,L12,,,127900.0
2020-04-30,30,Jueves,2020-04,2020,STC,L1,,,210827.0
2020-04-30,30,Jueves,2020-04,2020,STC,L5,,,70748.0
2020-04-30,30,Jueves,2020-04,2020,STC,L8,,,113082.0
2020-04-30,30,Jueves,2020-04,2020,STC,L9,,,96579.0
2020-04-30,30,Jueves,2020-04,2020,STC,L12,,,118647.0
2020-05-01,01,Viernes,2020-05,2020,STC,L1,,,157816.0
2020-05-01,01,Viernes,2020-05,2020,STC,L3,,,131134.0
2020-05-01,01,Viernes,2020-05,2020,STC,L8,,,88150.0
2020-05-01,01,Viernes,2020-05,2020,STC,LA,,,69779.0
2020-05-01,01,Viernes,2020-05,2020,STC,LB,,,103934.0
2020-05-02,02,Sábado,2020-05,2020,STC,L1,,,170088.0
2020-05-02,02,Sábado,2020-05,2020,STC,L3,,,147372.0
2020-05-02,02,Sábado,2020-05,2020,STC,L5,,,54855.0
2020-05-03,03,Domingo,2020-05,2020,STC,L2,,,87169.0
2020-05-03,03,Domingo,2020-05,2020,STC,L3,,,93946.0
2020-05-03,03,Domingo,2020-05,2020,STC,L5,,,38592.0
2020-05-04,04,Lunes,2020-05,2020,STC,L3,,,187202.0
2020-05-04,04,Lunes,2020-05,2020,STC,L4,,,20806.0
2020-05-04,04,Lunes,2020-05,2020,STC,L5,,,68547.0
2020-05-04,04,Lunes,2020-05,2020,STC,L7,,,72088.0
2020-05-04,04,Lunes,2020-05,2020,STC,L8,,,113644.0
2020-05-04,04,Lunes,2020-05,2020,STC,L9,,,89506.0
2020-05-05,05,Martes,2020-05,2020,STC,L2,,,176101.0
2020-05-05,05,Martes,2020-05,2020,STC,L3,,,176060.0
2020-05-05,05,Martes,2020-05,2020,STC,L4,,,19796.0
2020-05-05,05,Martes,2020-05,2020,STC,L6,,,40204.0
2020-05-05,05,Martes,2020-05,2020,STC,LA,,,78823.0
2020-05-05,05,Martes,2020-05,2020,STC,LB,,,116523.0
2020-05-06,06,Miércoles,2020-05,2020,STC,L2,,,185269.0
2020-05-06,06,Miércoles,2020-05,2020,STC,L3,,,180904.0
2020-05-06,06,Miércoles,2020-05,2020,STC,L4,,,22379.0
2020-05-06,06,Miércoles,2020-05,2020,STC,L6,,,37865.0
2020-05-06,06,Miércoles,2020-05,2020,STC,L7,,,71216.0
2020-05-06,06,Miércoles,2020-05,2020,STC,LA,,,74013.0
2020-05-07,07,Jueves,2020-05,2020,STC,L9,,,88848.0
2020-05-07,07,Jueves,2020-05,2020,STC,LA,,,80617.0
2020-05-08,08,Viernes,2020-05,2020,STC,L2,,,198000.0
2020-05-08,08,Viernes,2020-05,2020,STC,L4,,,20708.0
2020-05-08,08,Viernes,2020-05,2020,STC,L5,,,73039.0
2020-05-08,08,Viernes,2020-05,2020,STC,L7,,,71756.0
2020-05-08,08,Viernes,2020-05,2020,STC,LB,,,138199.0
2020-05-09,09,Sábado,2020-05,2020,STC,L2,,,140848.0
2020-05-09,09,Sábado,2020-05,2020,STC,L8,,,80299.0
2020-05-09,09,Sábado,2020-05,2020,STC,LA,,,69669.0
2020-05-09,09,Sábado,2020-05,2020,STC,LB,,,99599.0
2020-05-10,10,Domingo,2020-05,2020,STC,L1,,,99135.0
2020-05-10,10,Domingo,2020-05,2020,STC,L3,,,79047.0
2020-05-10,10,Domingo,2020-05,2020,STC,L4,,,9791.0
2020-05-10,10,Domingo,2020-05,2020,STC,L8,,,45470.0
2020-05-10,10,Domingo,2020-05,2020,STC,L9,,,45087.0
2020-05-10,10,Domingo,2020-05,2020,STC,LA,,,45425.0
2020-05-11,11,Lunes,2020-05,2020,STC,L1,,,198618.0
2020-05-11,11,Lunes,2020-05,2020,STC,L2,,,184398.0
2020-05-11,11,Lunes,2020-05,2020,STC,L3,,,169119.0
2020-05-11,11,Lunes,2020-05,2020,STC,L4,,,18419.0
2020-05-12,12,Martes,2020-05,2020,STC,L2,,,179630.0
2020-05-12,12,Martes,2020-05,2020,STC,L3,,,171796.0
2020-05-12,12,Martes,2020-05,2020,STC,L4,,,20822.0
2020-05-12,12,Martes,2020-05,2020,STC,L8,,,103014.0
2020-05-12,12,Martes,2020-05,2020,STC,L9,,,90566.0
2020-05-12,12,Martes,2020-05,2020,STC,LA,,,77917.0
2020-05-12,12,Martes,2020-05,2020,STC,LB,,,115528.0
2020-05-13,13,Miércoles,2020-05,2020,STC,L7,,,68834.0
2020-05-13,13,Miércoles,2020-05,2020,STC,LB,,,123967.0
2020-05-14,14,Jueves,2020-05,2020,STC,L2,,,
2020-05-14,14,Jueves,2020-05,2020,STC,L7,,,
2020-05-14,14,Jueves,2020-05,2020,STC,LA,,,
2020-05-14,14,Jueves,2020-05,2020,STC,LB,,,
2020-05-14,14,Jueves,2020-05,2020,STC,L12,,,
2020-03-01,01,Domingo,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,37685.0
2020-03-02,02,Lunes,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,98004.0
2020-03-04,04,Miércoles,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,99901.0
2020-03-07,07,Sábado,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,64031.0
2020-03-08,08,Domingo,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,38607.0
2020-03-09,09,Lunes,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,66565.0
2020-03-13,13,Viernes,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,99651.0
2020-03-14,14,Sábado,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,60244.0
2020-03-16,16,Lunes,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,38249.0
2020-03-22,22,Domingo,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,24367.0
2020-03-24,24,Martes,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,48758.0
2020-03-27,27,Viernes,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,44052.0
2020-03-28,28,Sábado,2020-03,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,34335.0
2020-04-02,02,Jueves,2020-04,2020,STE-Tren Ligero,Xochimilco-Tasqueña,,,33175.0
